"Wavenumber","PSI_002","PSI_003","PSI_004","PSI_005","PSI_006","PSI_007","PSI_008","PSI_009","PSI_010","PSI_011","PSI_012","PSI_013","PSI_014","PSI_015","PSI_016","PSI_017","PSI_018","PSI_019","PSI_020","PSI_022"
3996.29779,0.86966,1.3126,0.88322,1.28381,1.21058,1.51558,0.76116,1.29566,1.17406,0.99114,1.01655,0.79654,1.01753,1.41104,0.90294,0.80396,1.28711,0.78165,1.36155,1.05382
3994.36907,0.8688,1.31169,0.88237,1.28277,1.20973,1.51442,0.7604,1.29467,1.17317,0.9902,1.01564,0.79574,1.01663,1.41027,0.90217,0.80316,1.28623,0.7808,1.36061,1.05286
3992.44035,0.86794,1.31077,0.88151,1.28175,1.20889,1.51322,0.75963,1.29364,1.17228,0.98925,1.01472,0.79493,1.01573,1.40949,0.90139,0.80236,1.28535,0.77996,1.35967,1.05191
3990.51164,0.86708,1.30984,0.88066,1.28078,1.20802,1.51199,0.75884,1.29256,1.17137,0.9883,1.01379,0.79411,1.01481,1.40866,0.90059,0.80153,1.28449,0.77913,1.35878,1.05096
3988.58292,0.86622,1.3089,0.87979,1.27988,1.2071,1.51077,0.75803,1.29145,1.17041,0.98735,1.01288,0.79327,1.01387,1.40778,0.89978,0.80069,1.28358,0.77831,1.35795,1.05003
3986.65421,0.86537,1.30797,0.87892,1.27903,1.20613,1.50964,0.75723,1.29037,1.16939,0.98641,1.01197,0.79245,1.0129,1.40684,0.89895,0.79985,1.28259,0.7775,1.35717,1.0491
3984.72549,0.8645,1.30704,0.87804,1.27822,1.20517,1.50864,0.75644,1.28933,1.1683,0.98548,1.01107,0.79166,1.01194,1.4059,0.89811,0.79902,1.28155,0.77671,1.35637,1.04818
3982.79678,0.86363,1.30607,0.87718,1.27741,1.20423,1.50776,0.75568,1.28834,1.1672,0.98456,1.01016,0.79088,1.011,1.40496,0.89726,0.79821,1.28051,0.77593,1.35552,1.04726
3980.86806,0.86278,1.30503,0.87633,1.27657,1.2033,1.50694,0.75494,1.2874,1.16615,0.98363,1.00925,0.79009,1.01008,1.40402,0.89642,0.79742,1.2795,0.77515,1.35459,1.04631
3978.93935,0.86195,1.30393,0.87548,1.2757,1.20234,1.50603,0.75421,1.28652,1.16517,0.98268,1.00836,0.78928,1.00917,1.40308,0.8956,0.79662,1.27852,0.77436,1.35361,1.04533
3977.01063,0.86114,1.30281,0.87465,1.27484,1.20135,1.50502,0.75348,1.28566,1.16423,0.9817,1.00749,0.78844,1.00825,1.40215,0.89479,0.79583,1.27754,0.77356,1.35262,1.04433
3975.08192,0.86033,1.30174,0.87382,1.274,1.20038,1.504,0.75274,1.28477,1.16333,0.98071,1.00666,0.78761,1.00735,1.40124,0.894,0.79503,1.27659,0.77277,1.35166,1.04336
3973.1532,0.85952,1.30071,0.87297,1.27316,1.19943,1.50304,0.75199,1.2838,1.16247,0.97971,1.00582,0.7868,1.00646,1.40034,0.89322,0.79422,1.2757,0.77197,1.35072,1.04243
3971.22449,0.85871,1.29968,0.87211,1.27229,1.19852,1.50207,0.75122,1.28275,1.16163,0.97874,1.00495,0.78599,1.00557,1.39944,0.89242,0.79339,1.27483,0.77117,1.3498,1.04152
3969.29577,0.85788,1.29861,0.87123,1.27134,1.19762,1.50102,0.75043,1.2817,1.16077,0.97778,1.00401,0.78517,1.00467,1.39851,0.8916,0.79255,1.27398,0.77034,1.34889,1.04062
3967.36706,0.85705,1.29754,0.87038,1.27036,1.19671,1.4999,0.74964,1.2807,1.15985,0.97684,1.00304,0.78433,1.00374,1.39753,0.89074,0.79173,1.27311,0.7695,1.34796,1.03971
3965.43834,0.8562,1.29652,0.86954,1.26937,1.19577,1.49879,0.74885,1.2798,1.15889,0.9759,1.00206,0.78347,1.00277,1.3965,0.88988,0.79093,1.27223,0.76866,1.34701,1.03879
3963.50963,0.85534,1.29551,0.86869,1.26843,1.1948,1.49772,0.74807,1.27897,1.1579,0.97494,1.0011,0.78263,1.00179,1.39544,0.889,0.79014,1.27135,0.76783,1.34605,1.03785
3961.58091,0.85447,1.29449,0.86781,1.26754,1.19381,1.49668,0.74729,1.27814,1.15689,0.97399,1.00019,0.78182,1.00086,1.39444,0.88815,0.78933,1.27046,0.76701,1.34517,1.03693
3959.6522,0.8536,1.29344,0.86693,1.26666,1.19284,1.49566,0.74652,1.2772,1.1559,0.97306,0.99934,0.78104,1,1.39351,0.88731,0.78851,1.26956,0.76621,1.34437,1.03602
3957.72348,0.85274,1.29238,0.86607,1.26579,1.19186,1.49464,0.74576,1.27614,1.15494,0.97217,0.99852,0.78027,0.99917,1.39264,0.88647,0.78768,1.26862,0.76544,1.34361,1.03511
3955.79477,0.85192,1.29132,0.86522,1.26494,1.19088,1.49361,0.745,1.27502,1.15402,0.97129,0.99772,0.77951,0.99832,1.39181,0.88565,0.78687,1.26763,0.76468,1.34282,1.0342
3953.86605,0.85112,1.2903,0.8644,1.26413,1.18992,1.49257,0.74426,1.27395,1.15314,0.97042,0.99691,0.77876,0.99746,1.39099,0.88483,0.78608,1.26662,0.76393,1.34194,1.03328
3951.93734,0.85033,1.28933,0.86359,1.26329,1.189,1.49151,0.74352,1.27298,1.15225,0.96951,0.99608,0.77799,0.99657,1.39012,0.88403,0.78533,1.26564,0.76318,1.34096,1.03236
3950.00862,0.84953,1.28839,0.86276,1.26239,1.18812,1.49041,0.74279,1.27208,1.15132,0.96856,0.99522,0.77719,0.99564,1.38918,0.88323,0.78457,1.26473,0.76243,1.33999,1.03141
3948.07991,0.8487,1.28744,0.8619,1.26148,1.18726,1.48931,0.74204,1.2712,1.15036,0.96761,0.99434,0.77639,0.99473,1.3882,0.88243,0.7838,1.2639,0.76167,1.33909,1.03046
3946.15119,0.84785,1.28645,0.86102,1.26064,1.18641,1.48825,0.74128,1.27031,1.1494,0.96667,0.99345,0.77561,0.99387,1.38724,0.88164,0.78299,1.26309,0.76089,1.33828,1.02952
3944.22248,0.84698,1.28539,0.86011,1.25986,1.18555,1.48721,0.74051,1.26938,1.14843,0.96573,0.99256,0.77481,0.99301,1.38629,0.88085,0.78214,1.26226,0.76008,1.33754,1.0286
3942.29376,0.84612,1.28425,0.85917,1.25909,1.18462,1.48616,0.73972,1.26842,1.14742,0.96476,0.99164,0.77398,0.99211,1.38537,0.88004,0.78128,1.26135,0.75925,1.33676,1.02772
3940.36505,0.84525,1.28309,0.85824,1.25826,1.18361,1.48507,0.73894,1.26745,1.14639,0.96376,0.99072,0.77313,0.99121,1.38444,0.87919,0.78042,1.26036,0.75841,1.33584,1.02682
3938.43633,0.8444,1.282,0.85734,1.25735,1.18254,1.48399,0.7382,1.26652,1.14538,0.96273,0.98981,0.77229,0.99032,1.3835,0.8783,0.77958,1.25929,0.75758,1.33475,1.02587
3936.50762,0.84357,1.28101,0.8565,1.25642,1.18148,1.48296,0.73749,1.26563,1.14444,0.96172,0.98891,0.77149,0.98945,1.38254,0.87742,0.77878,1.25823,0.75679,1.33362,1.02491
3934.5789,0.84276,1.28006,0.85568,1.2555,1.18052,1.482,0.73679,1.26476,1.14356,0.96076,0.98804,0.77072,0.98858,1.38157,0.87658,0.77801,1.25728,0.75604,1.3326,1.02398
3932.65019,0.84195,1.2791,0.85488,1.25463,1.17965,1.4811,0.73607,1.26385,1.14272,0.95985,0.98716,0.76996,0.98771,1.38063,0.8758,0.77727,1.25644,0.75531,1.33179,1.02311
3930.72147,0.84112,1.2781,0.85408,1.25379,1.17883,1.48025,0.73533,1.26285,1.14185,0.95896,0.9863,0.7692,0.98685,1.37974,0.87505,0.77651,1.25562,0.75456,1.33111,1.02228
3928.79275,0.84029,1.27707,0.85329,1.25295,1.17797,1.47936,0.73458,1.2618,1.14094,0.95807,0.98543,0.76844,0.98598,1.37888,0.87429,0.77573,1.25473,0.75378,1.33042,1.02141
3926.86404,0.83946,1.27604,0.85248,1.25207,1.17706,1.47838,0.73381,1.26077,1.14001,0.95717,0.98457,0.76766,0.9851,1.37803,0.8735,0.77494,1.25375,0.75297,1.32963,1.02045
3924.93532,0.83864,1.27501,0.85167,1.2512,1.17611,1.47733,0.73304,1.25979,1.1391,0.95627,0.98374,0.76691,0.98421,1.37724,0.87269,0.77416,1.25276,0.75215,1.32874,1.01943
3923.00661,0.83782,1.27398,0.85085,1.25036,1.17516,1.47624,0.73227,1.25883,1.13822,0.95537,0.98291,0.76617,0.98333,1.37649,0.87187,0.77337,1.25181,0.75133,1.32776,1.0184
3921.07789,0.83701,1.27293,0.85,1.24953,1.17418,1.4751,0.7315,1.25785,1.13731,0.95446,0.98206,0.76538,0.98242,1.37568,0.87104,0.77259,1.2509,0.75052,1.32675,1.01738
3919.14918,0.83617,1.27183,0.84909,1.24867,1.17318,1.4739,0.73071,1.2568,1.13634,0.95347,0.98114,0.76451,0.98144,1.37476,0.87021,0.77178,1.25004,0.74969,1.3258,1.0164
3917.22046,0.83528,1.2707,0.84811,1.24775,1.17217,1.47267,0.72989,1.25565,1.1353,0.9524,0.98018,0.76356,0.9804,1.37373,0.86937,0.77095,1.24918,0.74884,1.32493,1.01543
3915.29175,0.83436,1.26962,0.84712,1.24677,1.17113,1.4714,0.72907,1.25449,1.13419,0.95129,0.9792,0.76259,0.97936,1.37263,0.86851,0.77008,1.24825,0.74798,1.32403,1.01444
3913.36303,0.83348,1.26865,0.84617,1.24573,1.17003,1.47011,0.7283,1.25344,1.13305,0.95022,0.97825,0.76166,0.97839,1.37153,0.86763,0.76918,1.24722,0.74712,1.32301,1.01344
3911.43432,0.83267,1.26785,0.84534,1.24473,1.16896,1.46892,0.72762,1.25257,1.13197,0.94927,0.9774,0.76088,0.97758,1.37057,0.86676,0.76832,1.24612,0.74635,1.32188,1.01247
3909.5056,0.83195,1.26717,0.84467,1.24389,1.16806,1.46798,0.72706,1.2519,1.13106,0.94852,0.9767,0.76035,0.97697,1.36986,0.86596,0.76756,1.24508,0.7457,1.32079,1.01165
3907.57689,0.8313,1.26655,0.8441,1.24331,1.1674,1.46731,0.72657,1.25133,1.13035,0.94794,0.97616,0.76001,0.97652,1.36939,0.86526,0.76693,1.24418,0.74518,1.31987,1.01099
3905.64817,0.83063,1.26581,0.84356,1.24293,1.16695,1.46681,0.72603,1.25071,1.12976,0.94741,0.97568,0.75971,0.97607,1.36903,0.86466,0.76638,1.24354,0.7447,1.31924,1.01045
3903.71946,0.82983,1.26481,0.84292,1.24259,1.16658,1.46632,0.72535,1.2499,1.12916,0.94678,0.97513,0.75926,0.97547,1.36858,0.86409,0.76579,1.24308,0.74414,1.31889,1.00992
3901.79074,0.82887,1.26353,0.84211,1.24203,1.16601,1.46564,0.72448,1.24885,1.12836,0.94593,0.97437,0.75853,0.9746,1.36783,0.86342,0.76506,1.24258,0.74339,1.31859,1.0092
3899.86203,0.82784,1.26211,0.84111,1.24109,1.16507,1.46459,0.72352,1.24761,1.12731,0.94482,0.97335,0.75749,0.97348,1.36668,0.86259,0.76417,1.24181,0.74245,1.31802,1.00822
3897.93331,0.82684,1.26073,0.84004,1.23985,1.16384,1.46315,0.72259,1.24633,1.12611,0.94357,0.97217,0.75634,0.97228,1.36527,0.86163,0.76319,1.24071,0.74141,1.31704,1.00705
3896.0046,0.82597,1.25954,0.839,1.23852,1.1625,1.46154,0.72178,1.24516,1.12489,0.94231,0.97098,0.75525,0.97115,1.36384,0.86061,0.76222,1.2394,0.74039,1.31575,1.0058
3894.07588,0.8252,1.25855,0.83803,1.23727,1.16122,1.46004,0.72107,1.24414,1.12374,0.94116,0.96985,0.75428,0.9701,1.3626,0.85963,0.76132,1.23808,0.73946,1.3144,1.00461
3892.14717,0.82445,1.25762,0.83715,1.23619,1.16012,1.45886,0.72035,1.2432,1.12271,0.94016,0.96884,0.75344,0.96912,1.36162,0.85873,0.76052,1.23693,0.73863,1.31326,1.00356
3890.21845,0.82365,1.25667,0.83634,1.2353,1.15922,1.45801,0.7196,1.24226,1.12178,0.93931,0.96799,0.75275,0.96827,1.36087,0.85792,0.75978,1.23594,0.73789,1.31232,1.00262
3888.28974,0.82284,1.25565,0.83557,1.23453,1.15842,1.45729,0.71885,1.24132,1.12092,0.93853,0.96723,0.75211,0.96748,1.36018,0.85717,0.75906,1.23501,0.73718,1.31145,1.00175
3886.36102,0.822,1.25453,0.83477,1.2338,1.15763,1.45656,0.71808,1.24037,1.12006,0.93771,0.96646,0.7514,0.96666,1.3594,0.85645,0.75832,1.23414,0.73645,1.31063,1.00091
3884.43231,0.82112,1.25336,0.83393,1.23307,1.15685,1.45578,0.71729,1.23939,1.11922,0.93685,0.96567,0.75063,0.96579,1.35853,0.85571,0.75755,1.23334,0.73569,1.30989,1.00008
3882.50359,0.82023,1.25221,0.83307,1.23222,1.156,1.45486,0.71652,1.23841,1.11833,0.9359,0.96482,0.74978,0.96485,1.35756,0.85493,0.75674,1.23251,0.73489,1.3091,0.99922
3880.57488,0.81934,1.25112,0.83219,1.23127,1.15503,1.45376,0.71577,1.23745,1.11733,0.93487,0.96392,0.74889,0.96387,1.35651,0.85409,0.75589,1.23159,0.73406,1.30817,0.9983
3878.64616,0.8185,1.25013,0.83134,1.23031,1.15403,1.45257,0.71507,1.23651,1.11629,0.93382,0.96304,0.74807,0.96297,1.3555,0.85322,0.75506,1.23058,0.73326,1.3071,0.99731
3876.71745,0.81775,1.24925,0.83055,1.22937,1.15303,1.45134,0.71444,1.23563,1.11525,0.93282,0.9622,0.74736,0.96217,1.35459,0.85235,0.75427,1.22948,0.7325,1.30595,0.99631
3874.78873,0.81707,1.24841,0.82981,1.22847,1.1521,1.4502,0.71385,1.23483,1.11428,0.9319,0.9614,0.74673,0.96143,1.35377,0.85152,0.75356,1.22841,0.73181,1.30488,0.99538
3872.86002,0.81638,1.2475,0.82908,1.22768,1.15132,1.44924,0.71322,1.23403,1.11342,0.93108,0.96061,0.74614,0.9607,1.35303,0.85076,0.7529,1.22752,0.73114,1.30406,0.99457
3870.9313,0.81559,1.24645,0.82828,1.22696,1.15061,1.44837,0.71249,1.23311,1.11259,0.93029,0.9598,0.74548,0.9599,1.35224,0.85004,0.75222,1.2268,0.73043,1.30348,0.99383
3869.00259,0.81467,1.24526,0.8274,1.22622,1.14983,1.44748,0.71166,1.23201,1.1117,0.92945,0.95892,0.74471,0.95902,1.35136,0.84929,0.75146,1.22613,0.72965,1.30298,0.99303
3867.07387,0.81371,1.24401,0.82647,1.22539,1.14887,1.44646,0.71079,1.23081,1.11072,0.92852,0.95797,0.74383,0.95807,1.35034,0.8485,0.7506,1.22532,0.7288,1.3023,0.9921
3865.14516,0.81275,1.24279,0.8255,1.22441,1.14771,1.44526,0.70993,1.22961,1.10967,0.92746,0.95693,0.74286,0.95705,1.34922,0.84764,0.7497,1.22433,0.72792,1.30137,0.99103
3863.21644,0.81184,1.24165,0.82459,1.22341,1.14652,1.44398,0.70915,1.22849,1.10862,0.92638,0.95593,0.74194,0.95608,1.34816,0.84675,0.7488,1.22322,0.72707,1.30024,0.98992
3861.28772,0.81106,1.24073,0.8238,1.22242,1.14539,1.44273,0.70852,1.22756,1.10763,0.92536,0.95507,0.74122,0.95525,1.34723,0.84586,0.74795,1.22202,0.7263,1.29888,0.98883
3859.35901,0.81049,1.24011,0.82314,1.22141,1.14433,1.44158,0.70807,1.22693,1.10674,0.92445,0.95436,0.74068,0.95454,1.34635,0.84501,0.74721,1.22078,0.72564,1.29734,0.98782
3857.43029,0.81004,1.23959,0.82248,1.22038,1.14335,1.4406,0.70764,1.22656,1.10594,0.92364,0.95366,0.74015,0.95376,1.34543,0.84425,0.74656,1.21968,0.72506,1.29602,0.98695
3855.50158,0.80942,1.23876,0.82166,1.21941,1.1425,1.43979,0.70694,1.22607,1.10515,0.92282,0.95281,0.73937,0.95271,1.34447,0.8436,0.74595,1.219,0.7244,1.29543,0.98624
3853.57286,0.8084,1.23734,0.82059,1.21859,1.14182,1.43908,0.70584,1.22506,1.10426,0.92192,0.9518,0.7383,0.95144,1.34359,0.84297,0.74525,1.2187,0.72356,1.29562,0.9856
3851.64415,0.80708,1.23557,0.81943,1.21781,1.14112,1.43822,0.70457,1.22353,1.10317,0.92086,0.95074,0.73713,0.95022,1.34279,0.84221,0.74435,1.21832,0.72255,1.29574,0.98477
3849.71543,0.80584,1.23395,0.81832,1.21684,1.14007,1.43693,0.70346,1.22188,1.10187,0.91965,0.94965,0.73598,0.94915,1.34184,0.84122,0.74329,1.21737,0.72147,1.29489,0.98359
3847.78672,0.80488,1.23275,0.81735,1.2157,1.13872,1.43532,0.70265,1.2205,1.10057,0.91841,0.94858,0.735,0.94822,1.34073,0.84012,0.74223,1.21592,0.72045,1.29312,0.98221
3845.858,0.80417,1.23192,0.81657,1.21458,1.1374,1.43374,0.70207,1.21946,1.09949,0.91735,0.94767,0.73428,0.94744,1.33965,0.83909,0.74131,1.2144,0.7196,1.29117,0.98093
3843.92929,0.80357,1.23128,0.81594,1.21363,1.13635,1.43248,0.7016,1.21869,1.09868,0.91652,0.94695,0.7338,0.94681,1.33878,0.83823,0.74057,1.21312,0.71893,1.28962,0.97993
3842.00057,0.80295,1.23059,0.81532,1.21282,1.13555,1.4315,0.70109,1.21801,1.09801,0.91583,0.94631,0.73336,0.94617,1.33802,0.83752,0.73993,1.21212,0.71836,1.28862,0.97916
3840.07186,0.80219,1.22966,0.81456,1.21199,1.13482,1.43059,0.70041,1.2172,1.09726,0.91508,0.94556,0.73273,0.94533,1.33716,0.83685,0.73928,1.21132,0.71772,1.28806,0.97842
3838.14314,0.80125,1.22844,0.81362,1.21107,1.13406,1.42959,0.69952,1.21614,1.0963,0.91419,0.94462,0.73181,0.94426,1.33615,0.83614,0.73853,1.21061,0.71694,1.2877,0.97761
3836.21443,0.80021,1.22704,0.81259,1.21009,1.13322,1.42849,0.69854,1.21488,1.09518,0.91316,0.9436,0.73075,0.94313,1.33508,0.83535,0.73767,1.20985,0.71604,1.28727,0.9767
3834.28571,0.79919,1.2257,0.81158,1.20907,1.13225,1.42726,0.69759,1.21364,1.09397,0.91205,0.94256,0.72966,0.94203,1.33396,0.83449,0.73674,1.20893,0.71512,1.28651,0.9757
3832.357,0.79826,1.22451,0.81061,1.20803,1.13113,1.42592,0.69673,1.21254,1.09278,0.9109,0.9415,0.72861,0.94099,1.3328,0.83356,0.7358,1.20785,0.71421,1.28541,0.97463
3830.42828,0.79742,1.22347,0.80972,1.20701,1.12995,1.42457,0.69597,1.21159,1.09165,0.90979,0.94048,0.72767,0.94003,1.33168,0.83262,0.73489,1.20671,0.71334,1.28412,0.97353
3828.49957,0.79666,1.22256,0.80891,1.20601,1.12881,1.42331,0.6953,1.21074,1.09063,0.90879,0.93958,0.7269,0.93919,1.33067,0.83171,0.73407,1.20555,0.71254,1.28278,0.97246
3826.57085,0.79597,1.22177,0.80819,1.20505,1.12778,1.42222,0.69473,1.20994,1.08977,0.90792,0.93882,0.72629,0.93847,1.32981,0.83087,0.73335,1.20446,0.71183,1.28153,0.97148
3824.64214,0.7953,1.22101,0.80751,1.20417,1.12692,1.42131,0.69421,1.20913,1.08904,0.90717,0.93814,0.72578,0.9378,1.32905,0.83011,0.73271,1.2035,0.7112,1.28051,0.97064
3822.71342,0.79458,1.22011,0.80677,1.20336,1.12616,1.42045,0.6936,1.20824,1.08833,0.90643,0.93742,0.72519,0.93704,1.32829,0.82941,0.73207,1.20273,0.71056,1.2798,0.9699
3820.78471,0.79374,1.21896,0.80592,1.20262,1.12544,1.41956,0.69284,1.20721,1.08753,0.9056,0.93658,0.72443,0.93612,1.32745,0.82871,0.73137,1.20208,0.70985,1.27931,0.96916
3818.85599,0.79279,1.2176,0.80493,1.20182,1.12458,1.41849,0.69192,1.20608,1.08651,0.90459,0.93559,0.72346,0.935,1.32642,0.82792,0.73055,1.20134,0.709,1.27876,0.96829
3816.92728,0.79178,1.21614,0.80383,1.20082,1.12348,1.41712,0.69089,1.20488,1.08525,0.90337,0.9344,0.72225,0.93369,1.32514,0.82703,0.72962,1.20037,0.70802,1.27798,0.96722
3814.99856,0.79077,1.21467,0.80273,1.19966,1.12223,1.4156,0.68987,1.20366,1.0839,0.90207,0.9332,0.72102,0.93243,1.3238,0.82605,0.72862,1.19921,0.70698,1.27698,0.96604
3813.06985,0.78985,1.2134,0.80176,1.19844,1.12095,1.41407,0.68901,1.20256,1.0826,0.90085,0.93212,0.72,0.93142,1.32256,0.82506,0.72765,1.19792,0.70602,1.27567,0.96484
3811.14113,0.78908,1.21242,0.80095,1.19723,1.11972,1.41263,0.68834,1.20165,1.08147,0.89979,0.93119,0.71922,0.93064,1.32145,0.82411,0.72677,1.19659,0.70519,1.27414,0.96369
3809.21242,0.78842,1.21164,0.80023,1.19616,1.11867,1.41144,0.68777,1.20087,1.08053,0.8989,0.93037,0.7186,0.92994,1.32048,0.82326,0.72601,1.19543,0.70448,1.27273,0.9627
3807.2837,0.78774,1.21088,0.79955,1.19529,1.11786,1.41059,0.68719,1.20005,1.07977,0.89815,0.92965,0.71808,0.92924,1.31969,0.82253,0.72535,1.19453,0.70386,1.27169,0.96186
3805.35499,0.787,1.21003,0.79884,1.19455,1.11722,1.40993,0.68657,1.19916,1.07909,0.89745,0.92897,0.71757,0.92849,1.31903,0.82185,0.72471,1.1938,0.70324,1.27097,0.96111
3803.42627,0.78619,1.20902,0.79803,1.19376,1.11651,1.40913,0.68586,1.19819,1.0783,0.89665,0.92818,0.71688,0.92754,1.31829,0.82115,0.72402,1.19309,0.70253,1.27036,0.96032
3801.49756,0.78528,1.20777,0.79708,1.19284,1.11565,1.40806,0.685,1.19709,1.07734,0.89569,0.9272,0.71594,0.92639,1.31739,0.82036,0.72322,1.19235,0.70168,1.26981,0.95943
3799.56884,0.78428,1.20637,0.79607,1.19183,1.11464,1.40677,0.68404,1.19586,1.07621,0.89459,0.92611,0.71488,0.92517,1.3164,0.8195,0.72232,1.19152,0.70074,1.26916,0.95844
3797.64012,0.78328,1.20496,0.79503,1.19068,1.11343,1.40527,0.68308,1.19454,1.07495,0.89336,0.92495,0.71373,0.92396,1.31526,0.81854,0.72134,1.19049,0.69972,1.2682,0.95732
3795.71141,0.78233,1.20363,0.79398,1.1894,1.11205,1.40366,0.68213,1.19319,1.07361,0.89206,0.92375,0.71254,0.92276,1.31395,0.81753,0.72033,1.18928,0.69867,1.26698,0.95609
3793.78269,0.78142,1.2024,0.79294,1.18808,1.11064,1.40207,0.68123,1.19188,1.07229,0.89077,0.9226,0.71137,0.92161,1.31257,0.81651,0.71934,1.18796,0.69765,1.26566,0.95482
3791.85398,0.78056,1.20126,0.79196,1.18678,1.10929,1.40056,0.6804,1.19072,1.07105,0.88955,0.92151,0.7103,0.92054,1.31118,0.81554,0.71841,1.18663,0.6967,1.26433,0.95355
3789.92526,0.77974,1.20018,0.79107,1.18559,1.10809,1.39924,0.67963,1.18973,1.06993,0.88844,0.92053,0.70937,0.91958,1.30988,0.81465,0.71756,1.18538,0.69584,1.26307,0.95238
3787.99655,0.77894,1.19914,0.79025,1.18456,1.10707,1.39811,0.67891,1.18887,1.06893,0.88745,0.91966,0.70858,0.91872,1.30873,0.81383,0.71678,1.18428,0.69509,1.26189,0.95135
3786.06783,0.77815,1.19813,0.78945,1.18364,1.10618,1.3971,0.67821,1.18799,1.06801,0.88655,0.91883,0.70786,0.9179,1.30771,0.81307,0.71602,1.18333,0.69438,1.26081,0.95043
3784.13912,0.77734,1.19712,0.78864,1.18276,1.10531,1.39609,0.6775,1.18702,1.06708,0.88568,0.91797,0.70715,0.91705,1.30676,0.8123,0.71527,1.18247,0.69366,1.25982,0.94956
3782.2104,0.7765,1.19609,0.78777,1.18186,1.10438,1.395,0.67675,1.18595,1.06611,0.88479,0.91706,0.70637,0.91613,1.30583,0.8115,0.71448,1.18163,0.69289,1.25888,0.94867
3780.28169,0.77564,1.19498,0.78685,1.18091,1.10339,1.39381,0.67597,1.1848,1.06507,0.88385,0.91609,0.70551,0.91513,1.30487,0.81066,0.71367,1.18075,0.69205,1.25798,0.94773
3778.35297,0.77477,1.19382,0.78595,1.17996,1.10241,1.39259,0.67518,1.18364,1.06404,0.88289,0.91515,0.70465,0.91416,1.30387,0.80982,0.71284,1.17981,0.69119,1.25708,0.94676
3776.42426,0.77395,1.1927,0.78513,1.17902,1.10145,1.39142,0.67447,1.18258,1.06305,0.88195,0.91427,0.70387,0.91329,1.30287,0.80899,0.71203,1.1788,0.69039,1.25612,0.94579
3774.49554,0.7732,1.19171,0.78437,1.17809,1.10051,1.3903,0.67383,1.18168,1.06212,0.88106,0.91347,0.7032,0.91252,1.30191,0.80818,0.71127,1.17777,0.68966,1.2551,0.94486
3772.56683,0.77246,1.1908,0.78364,1.17722,1.09963,1.38926,0.67321,1.18086,1.06126,0.88022,0.91271,0.70259,0.91177,1.30104,0.8074,0.71056,1.17682,0.68899,1.25416,0.94399
3770.63811,0.77167,1.18985,0.78288,1.17641,1.09884,1.3883,0.67252,1.17999,1.06042,0.8794,0.91195,0.70197,0.91098,1.30028,0.80666,0.70986,1.17602,0.68832,1.25341,0.94319
3768.7094,0.77079,1.18883,0.78207,1.17562,1.09807,1.38736,0.67176,1.17902,1.05958,0.87855,0.91116,0.70129,0.91016,1.29956,0.80592,0.70913,1.17528,0.68761,1.25276,0.94239
3766.78068,0.76987,1.18776,0.78122,1.17476,1.09723,1.38637,0.67095,1.17798,1.05868,0.87764,0.91032,0.70053,0.9093,1.29879,0.80513,0.70833,1.17446,0.68685,1.25203,0.94152
3764.85197,0.769,1.18671,0.78036,1.17381,1.0963,1.38533,0.67018,1.17697,1.05772,0.87667,0.90944,0.69975,0.90843,1.29792,0.80431,0.70751,1.17349,0.68609,1.25112,0.94057
3762.92325,0.76818,1.18573,0.77955,1.17283,1.09535,1.3843,0.66948,1.17602,1.05678,0.87573,0.90858,0.69902,0.90761,1.297,0.80349,0.7067,1.17243,0.68535,1.2501,0.9396
3760.99454,0.76743,1.1848,0.77879,1.17189,1.09447,1.38332,0.66885,1.17511,1.05589,0.87485,0.90779,0.6984,0.90687,1.29612,0.8027,0.70595,1.1714,0.68466,1.24905,0.9387
3759.06582,0.76672,1.18392,0.77812,1.17105,1.0937,1.38245,0.66831,1.17421,1.05507,0.87408,0.90712,0.69794,0.90627,1.29535,0.80196,0.70525,1.17046,0.68405,1.24804,0.93792
3757.13711,0.76607,1.18313,0.77753,1.1703,1.09297,1.38174,0.66786,1.17339,1.05434,0.87343,0.90657,0.69763,0.90581,1.29471,0.80126,0.70462,1.16958,0.68351,1.24701,0.93724
3755.20839,0.7655,1.18245,0.77698,1.1696,1.0922,1.38115,0.66747,1.17275,1.05368,0.87285,0.90605,0.69736,0.90538,1.29411,0.80062,0.70406,1.16876,0.68303,1.24597,0.93661
3753.27968,0.76496,1.18177,0.77641,1.16896,1.09146,1.38069,0.66702,1.17222,1.05306,0.87229,0.90547,0.69703,0.90484,1.29355,0.80006,0.70355,1.16807,0.68254,1.24518,0.93604
3751.35096,0.76433,1.18094,0.77579,1.16843,1.09086,1.38033,0.66643,1.17164,1.05247,0.87172,0.90487,0.6966,0.90419,1.29308,0.79957,0.70303,1.1676,0.68202,1.2448,0.93553
3749.42225,0.76361,1.17996,0.77513,1.16799,1.0904,1.37993,0.66574,1.17088,1.05182,0.87107,0.90426,0.69611,0.9035,1.29268,0.79906,0.70243,1.16721,0.68145,1.24462,0.93499
3747.49353,0.76287,1.17892,0.77446,1.16752,1.0899,1.37928,0.66502,1.16996,1.051,0.87026,0.9036,0.69552,0.90275,1.29216,0.79846,0.70174,1.16667,0.68081,1.24432,0.93433
3745.56482,0.76212,1.17777,0.77372,1.16698,1.0893,1.37832,0.66424,1.16883,1.04996,0.86928,0.90282,0.69478,0.90189,1.29147,0.79778,0.70096,1.16601,0.68008,1.24389,0.93353
