"Wavenumber","PSI_002","PSI_003","PSI_004","PSI_005","PSI_006","PSI_007","PSI_008","PSI_009","PSI_010","PSI_011","PSI_012","PSI_013","PSI_014","PSI_015","PSI_016","PSI_017","PSI_018","PSI_019","PSI_020","PSI_022"
918.06841,0.00435,0.00658,-0.00193,-0.016,0.00596999999999999,-0.00324000000000001,-0.000550000000000002,5.99999999999906e-05,-0.02813,-0.01304,-0.00353,-0.01947,0.00294000000000001,0.01726,0.000240000000000004,0.000400000000000005,0.01864,-0.00718000000000001,-0.02653,-0.02574
916.13969,0.00401,0.00593,-0.00234,-0.0169,0.00537,-0.00411,-0.000850000000000004,-0.000609999999999999,-0.02859,-0.01351,-0.0039,-0.01994,0.00259,0.01657,-8.99999999999998e-05,0.000110000000000006,0.01809,-0.00756,-0.0272,-0.02619
914.21098,0.00365,0.00526,-0.00279,-0.01784,0.00474999999999999,-0.005,-0.00118,-0.00129,-0.02905,-0.01396,-0.00426,-0.0204,0.00225,0.01589,-0.00043,-0.00018,0.01753,-0.00794,-0.02788,-0.02665
912.28226,0.00328,0.00458,-0.00324,-0.01881,0.00412,-0.0059,-0.00151,-0.00198000000000001,-0.0295,-0.0144,-0.00461,-0.02083,0.00190000000000001,0.01522,-0.000779999999999996,-0.000469999999999998,0.01697,-0.00833,-0.02856,-0.02711
910.35355,0.00292,0.00391,-0.00367000000000001,-0.01978,0.00352,-0.00679,-0.00185,-0.00266000000000001,-0.02996,-0.01481,-0.00496,-0.02123,0.00156000000000001,0.01456,-0.00113,-0.000749999999999994,0.01641,-0.00870000000000001,-0.02924,-0.02756
908.42483,0.0026,0.00328000000000001,-0.00404,-0.02072,0.00297,-0.00763000000000001,-0.00217,-0.00333,-0.03041,-0.0152,-0.0053,-0.0216,0.0012,0.01393,-0.00147,-0.00101,0.01585,-0.00905,-0.02991,-0.028
906.49612,0.0023,0.00268,-0.00434,-0.02163,0.00247,-0.00843000000000001,-0.00247,-0.00397,-0.03084,-0.01555,-0.00564,-0.02192,0.00084,0.01333,-0.0018,-0.00124999999999999,0.01531,-0.00938000000000001,-0.03057,-0.0284
904.5674,0.00203,0.00212,-0.00458,-0.02248,0.00201999999999999,-0.00919,-0.00274,-0.00458,-0.03124,-0.01586,-0.00595,-0.02219,0.000510000000000004,0.01277,-0.0021,-0.00145,0.0148,-0.00965000000000001,-0.03119,-0.02876
902.63869,0.0018,0.0016,-0.00475,-0.02328,0.00161,-0.00991,-0.00298,-0.00514000000000001,-0.03161,-0.01614,-0.00623,-0.02243,0.000190000000000003,0.01225,-0.00235999999999999,-0.00162,0.01433,-0.00988000000000001,-0.03177,-0.02909
900.70997,0.00158,0.00109000000000001,-0.00488,-0.02403,0.00123999999999999,-0.01058,-0.00317,-0.00566000000000001,-0.03195,-0.0164,-0.00648,-0.02264,-8.99999999999998e-05,0.01175,-0.0026,-0.00178,0.01387,-0.01007,-0.03232,-0.02941
898.78126,0.00139,0.000609999999999999,-0.00497,-0.02473,0.000909999999999994,-0.01121,-0.00332,-0.00615,-0.03228,-0.01662,-0.00672,-0.02283,-0.000349999999999996,0.01128,-0.00282,-0.00192999999999999,0.01342,-0.01024,-0.03286,-0.02972
896.85254,0.00121,0.000149999999999997,-0.00502,-0.02539,0.000599999999999989,-0.0118,-0.00344,-0.00661,-0.03258,-0.01683,-0.00693,-0.023,-0.00059,0.01083,-0.00303,-0.00208,0.01297,-0.01039,-0.0334,-0.03002
894.92383,0.00106,-0.000289999999999999,-0.00505000000000001,-0.02601,0.000299999999999995,-0.01237,-0.00356,-0.00703000000000001,-0.03287,-0.01703,-0.00713,-0.02313,-0.000809999999999998,0.01039,-0.00324,-0.00221,0.01254,-0.01051,-0.03392,-0.0303
892.99511,0.000919999999999997,-0.000699999999999992,-0.00511,-0.02659,0,-0.01291,-0.00369,-0.00741,-0.03314,-0.01719,-0.00731,-0.02324,-0.00102,0.00999,-0.00343,-0.00231,0.01214,-0.0106,-0.03441,-0.03055
891.0664,0.00077,-0.00108999999999999,-0.00524,-0.02716,-0.000330000000000011,-0.01343,-0.00385,-0.00775000000000001,-0.03336,-0.01732,-0.00747,-0.02331,-0.0012,0.00964999999999999,-0.00361,-0.00237,0.01178,-0.01064,-0.03485,-0.03075
889.13768,0.000620000000000002,-0.00144,-0.00542,-0.0277,-0.000670000000000004,-0.01392,-0.004,-0.00801,-0.03355,-0.0174,-0.0076,-0.02335,-0.00133999999999999,0.00938,-0.00378,-0.00237999999999999,0.01146,-0.01063,-0.03525,-0.0309
887.20897,0.000469999999999998,-0.00173,-0.00566000000000001,-0.0282,-0.00102000000000001,-0.01435,-0.00413,-0.00818000000000001,-0.03371,-0.01743,-0.00772,-0.02334,-0.00146,0.00917999999999999,-0.00392,-0.00235,0.01118,-0.01057,-0.0356,-0.031
885.28025,0.00034,-0.00197,-0.00593,-0.02866,-0.00136,-0.01474,-0.00426,-0.00826,-0.03384,-0.01743,-0.00782,-0.0233,-0.00155,0.00903999999999999,-0.00405,-0.00226,0.01095,-0.01047,-0.0359,-0.03106
883.35154,0.000199999999999999,-0.00218,-0.00623000000000001,-0.0291,-0.00171,-0.01509,-0.00439,-0.00829000000000001,-0.03398,-0.0174,-0.00792,-0.02324,-0.00164,0.00895,-0.00416,-0.00214,0.01073,-0.01035,-0.03618,-0.03108
881.42282,7.00000000000006e-05,-0.00237999999999999,-0.00651,-0.02953,-0.00206000000000001,-0.01544,-0.00451,-0.00827,-0.03411,-0.01736,-0.00803,-0.02316,-0.00172,0.00890999999999999,-0.00425,-0.00199,0.01054,-0.01025,-0.03644,-0.03104
879.49411,-3.99999999999984e-05,-0.00255999999999999,-0.00676,-0.02994,-0.00238000000000001,-0.01576,-0.0046,-0.00821000000000001,-0.03426,-0.0173,-0.00814,-0.02305,-0.00179,0.00892999999999999,-0.00433,-0.00179,0.01036,-0.01016,-0.03669,-0.03096
877.56539,-0.000129999999999998,-0.00272,-0.00693000000000001,-0.03034,-0.00267000000000001,-0.01606,-0.00466,-0.00812,-0.03441,-0.01723,-0.00826,-0.02292,-0.00187,0.00902,-0.00439999999999999,-0.00154,0.01019,-0.01009,-0.03692,-0.03084
875.63668,-0.000199999999999999,-0.00286,-0.00705,-0.03072,-0.00291000000000001,-0.01635,-0.0047,-0.00801,-0.03456,-0.01714,-0.00839,-0.02276,-0.00195,0.00914999999999999,-0.00446999999999999,-0.00126999999999999,0.01001,-0.01005,-0.03716,-0.0307
873.70796,-0.00025,-0.00301,-0.00713,-0.03109,-0.00313000000000001,-0.01665,-0.00472,-0.00788000000000001,-0.03474,-0.01706,-0.00853,-0.02259,-0.00203,0.00931,-0.00455,-0.000999999999999994,0.00983,-0.01006,-0.03741,-0.03055
871.77925,-0.000289999999999999,-0.00316,-0.00714,-0.03144,-0.00332,-0.01694,-0.00472,-0.00774000000000001,-0.03491,-0.01695,-0.00866,-0.02241,-0.00211,0.00949,-0.00462,-0.000709999999999995,0.00963,-0.0101,-0.03766,-0.03038
869.85053,-0.000289999999999999,-0.00329,-0.00704,-0.03175,-0.00343,-0.01719,-0.00466,-0.00757000000000001,-0.03507,-0.01682,-0.00875,-0.02217,-0.00217,0.00971,-0.00467,-0.000379999999999998,0.00946,-0.01014,-0.03788,-0.03019
867.92182,-0.000219999999999998,-0.00337,-0.00682000000000001,-0.032,-0.00345000000000001,-0.01737,-0.00453,-0.00735000000000001,-0.03517,-0.01664,-0.00879,-0.0219,-0.00219,0.00996999999999999,-0.00464999999999999,-9.99999999999612e-06,0.00933999999999999,-0.01016,-0.03805,-0.02993
865.9931,-0.000109999999999999,-0.00341,-0.00653,-0.03218,-0.00339,-0.01749,-0.00437,-0.00708,-0.03522,-0.01643,-0.00877,-0.0216,-0.00216,0.01029,-0.00459,0.000400000000000005,0.00928,-0.01016,-0.03815,-0.02963
864.06439,1.00000000000031e-05,-0.00344,-0.00625000000000001,-0.03233,-0.00332,-0.01758,-0.0042,-0.00678000000000001,-0.03525,-0.01623,-0.00874,-0.02133,-0.00211,0.01062,-0.00453,0.000810000000000005,0.00924999999999999,-0.01016,-0.03822,-0.02931
862.13567,0.000100000000000003,-0.00348,-0.00607000000000001,-0.03251,-0.00330000000000001,-0.01769,-0.00407,-0.00650000000000001,-0.03527,-0.01608,-0.00872,-0.02112,-0.00206,0.01092,-0.00448999999999999,0.00118,0.00922,-0.01019,-0.03831,-0.02902
860.20696,0.000129999999999998,-0.00357,-0.00604,-0.03274,-0.00338000000000001,-0.01784,-0.004,-0.00627000000000001,-0.03532,-0.01598,-0.00873,-0.02099,-0.00204,0.01115,-0.00448999999999999,0.00149000000000001,0.00917,-0.01027,-0.03842,-0.02877
858.27824,0.000100000000000003,-0.00369999999999999,-0.00616000000000001,-0.03306,-0.00354,-0.01805,-0.00401,-0.00615,-0.03541,-0.01595,-0.00879,-0.02094,-0.00207,0.01128,-0.00453,0.00173,0.0091,-0.0104,-0.03856,-0.02861
856.34953,-1.00000000000031e-05,-0.00391,-0.0064,-0.03346,-0.00380000000000001,-0.01835,-0.0041,-0.00618,-0.03557,-0.01601,-0.00891,-0.02097,-0.00217,0.01125,-0.00463,0.00185,0.00895,-0.01059,-0.03878,-0.02856
854.42081,-0.000199999999999999,-0.00423,-0.00673,-0.03398,-0.00415,-0.01878,-0.00426,-0.00637,-0.03581,-0.01618,-0.00908,-0.02113,-0.00235,0.01103,-0.00479,0.00184,0.0087,-0.01087,-0.03911,-0.02866
852.4921,-0.000469999999999998,-0.00466,-0.00711000000000001,-0.03461,-0.00460000000000001,-0.01933,-0.00448,-0.00674000000000001,-0.03611,-0.01649,-0.00931,-0.02142,-0.0026,0.01061,-0.00501,0.00167,0.00835,-0.01123,-0.03955,-0.02891
850.56338,-0.000789999999999999,-0.00516999999999999,-0.00751,-0.03532,-0.00511,-0.01997,-0.00474,-0.00728000000000001,-0.03647,-0.01692,-0.00957,-0.02184,-0.00291,0.00999,-0.00527,0.00138000000000001,0.00792,-0.01165,-0.04007,-0.02929
848.63466,-0.00112,-0.00574,-0.0079,-0.03609,-0.00563000000000001,-0.02067,-0.00502,-0.00797,-0.03685,-0.01743,-0.00985,-0.02238,-0.00325,0.00921999999999999,-0.00554,0.001,0.00745,-0.0121,-0.04064,-0.02978
846.70595,-0.00145,-0.00631999999999999,-0.00825,-0.03686,-0.00614000000000001,-0.0214,-0.00529,-0.00877,-0.03723,-0.018,-0.01014,-0.02299,-0.0036,0.00834,-0.00582,0.000540000000000006,0.00697,-0.01256,-0.04119,-0.03033
844.77723,-0.00176,-0.0069,-0.00857,-0.03761,-0.00662,-0.02213,-0.00553,-0.00963,-0.03758,-0.01858,-0.0104,-0.02364,-0.00393,0.00738999999999999,-0.00607,4.00000000000053e-05,0.00649,-0.01302,-0.04174,-0.03092
842.84852,-0.00205,-0.00747,-0.00884,-0.03834,-0.00707000000000001,-0.02286,-0.00575,-0.01051,-0.03791,-0.01916,-0.01066,-0.02431,-0.00425,0.00642,-0.00633,-0.000509999999999997,0.00600999999999999,-0.01347,-0.04226,-0.03154
840.9198,-0.00232,-0.00802,-0.00908,-0.03903,-0.00751,-0.02358,-0.00596,-0.01141,-0.03822,-0.01975,-0.01091,-0.02499,-0.00457,0.00542999999999999,-0.00658,-0.00106999999999999,0.00553,-0.01391,-0.04276,-0.03217
838.99109,-0.00257,-0.00856,-0.00928,-0.0397,-0.00793000000000001,-0.02428,-0.00615,-0.01232,-0.03848,-0.02033,-0.01117,-0.02568,-0.00487,0.00445,-0.00682,-0.00162,0.00507,-0.01432,-0.04317,-0.03274
837.06237,-0.00279,-0.00906999999999999,-0.00945,-0.04032,-0.00832000000000001,-0.02495,-0.00631,-0.0132,-0.03861,-0.02089,-0.01141,-0.02634,-0.00514,0.00349999999999999,-0.00702999999999999,-0.00215,0.00462,-0.01469,-0.04338,-0.03317
835.13366,-0.00297,-0.00952,-0.00956000000000001,-0.04088,-0.00865,-0.02557,-0.00644,-0.01404,-0.03845,-0.02139,-0.01156,-0.02697,-0.00537,0.00262999999999999,-0.00718,-0.00264,0.00421,-0.01501,-0.0432,-0.0333
833.20494,-0.00312,-0.00992999999999999,-0.00962,-0.04137,-0.00893000000000001,-0.0261,-0.00654,-0.01481,-0.03789,-0.02179,-0.01159,-0.02751,-0.00553,0.00183999999999999,-0.00725,-0.00307,0.00385,-0.01526,-0.04254,-0.03302
831.27623,-0.00323,-0.01028,-0.00964,-0.04177,-0.00915000000000001,-0.02657,-0.0066,-0.01548,-0.03705,-0.02209,-0.0115,-0.02796,-0.00562,0.00115999999999999,-0.00722,-0.00341,0.00355999999999999,-0.01543,-0.04157,-0.03246
829.34751,-0.00331,-0.01058,-0.00965000000000001,-0.04211,-0.00934,-0.02698,-0.00665,-0.01607,-0.03632,-0.02232,-0.01139,-0.02834,-0.00566,0.000569999999999987,-0.00716,-0.00369999999999999,0.00330999999999999,-0.01554,-0.04079,-0.03198
827.4188,-0.00339,-0.01086,-0.00971,-0.04242,-0.00955,-0.02738,-0.00671,-0.01662,-0.0361,-0.02253,-0.01138,-0.02868,-0.0057,2.99999999999884e-05,-0.00719,-0.00396,0.00307,-0.01565,-0.04074,-0.032
825.49008,-0.00348,-0.01116,-0.00985,-0.04278,-0.0098,-0.02781,-0.00681,-0.01717,-0.03658,-0.02279,-0.01154,-0.02905,-0.00579,-0.000490000000000004,-0.00736,-0.00421999999999999,0.00281,-0.01578,-0.04159,-0.03268
823.56137,-0.00361,-0.0115,-0.01008,-0.04325,-0.01013,-0.0283,-0.00697,-0.01774,-0.03759,-0.02315,-0.01187,-0.02949,-0.00596,-0.00103,-0.00766,-0.00450999999999999,0.00253999999999999,-0.01596,-0.04308,-0.03386
821.63265,-0.00378,-0.01188,-0.01036,-0.04383,-0.0105,-0.02886,-0.00718,-0.01835,-0.03878,-0.0236,-0.01227,-0.02998,-0.00618999999999999,-0.00161,-0.008,-0.00482999999999999,0.00224,-0.0162,-0.04471,-0.03516
819.70394,-0.00397,-0.01228,-0.01064,-0.04452,-0.01089,-0.02947,-0.00741,-0.01898,-0.03979,-0.02412,-0.01267,-0.03051,-0.00643,-0.00219000000000001,-0.00831999999999999,-0.00514999999999999,0.00194,-0.01652,-0.04603,-0.03627
817.77522,-0.00415,-0.01266,-0.01088,-0.04525,-0.01126,-0.03009,-0.00762,-0.01959,-0.0405,-0.02464,-0.01301,-0.03103,-0.00664,-0.00277000000000001,-0.00858,-0.00546,0.00165999999999999,-0.01689,-0.04693,-0.03709
815.84651,-0.00429,-0.01298,-0.01104,-0.04596,-0.01157,-0.03065,-0.0078,-0.02016,-0.04097,-0.02511,-0.01329,-0.0315,-0.00682,-0.00333,-0.00879,-0.00575999999999999,0.00140999999999999,-0.01725,-0.04751,-0.03768
813.91779,-0.00437,-0.01322,-0.0111,-0.04656,-0.01179,-0.03111,-0.0079,-0.02065,-0.0413,-0.02547,-0.01351,-0.03189,-0.00695999999999999,-0.00384000000000001,-0.00893,-0.00600999999999999,0.00122999999999999,-0.01752,-0.04788,-0.0381
811.98908,-0.00437,-0.01335,-0.01104,-0.04702,-0.01189,-0.03141,-0.00791,-0.02101,-0.04151,-0.02569,-0.01365,-0.03215,-0.00704,-0.00425,-0.00899999999999999,-0.00620999999999999,0.00115,-0.01765,-0.04809,-0.0384
810.06036,-0.00429,-0.01332,-0.01089,-0.04733,-0.01187,-0.03155,-0.00783,-0.02123,-0.04158,-0.02573,-0.01368,-0.03224,-0.00701,-0.00451,-0.00896,-0.0063,0.00121,-0.01763,-0.04813,-0.03854
808.13165,-0.00413,-0.01318,-0.01067,-0.04749,-0.01176,-0.03153,-0.00768,-0.02133,-0.04153,-0.0256,-0.01361,-0.03215,-0.00686999999999999,-0.00462000000000001,-0.00884,-0.0063,0.00139,-0.01748,-0.04802,-0.03855
806.20293,-0.00392,-0.01296,-0.01044,-0.04756,-0.01161,-0.03141,-0.00748,-0.02134,-0.04139,-0.02537,-0.01346,-0.03194,-0.00666,-0.00463000000000001,-0.00865,-0.00622,0.00164,-0.01725,-0.04783,-0.03848
804.27422,-0.00365,-0.01267,-0.0102,-0.04754,-0.01141,-0.03118,-0.00724,-0.02127,-0.04119,-0.02504,-0.01325,-0.03163,-0.00639,-0.00454,-0.00842,-0.00606,0.00197,-0.01694,-0.04756,-0.03833
802.3455,-0.00323,-0.01216,-0.00983000000000001,-0.04731,-0.011,-0.03068,-0.00684,-0.02098,-0.04079,-0.0245,-0.01287,-0.03113,-0.00595,-0.00421000000000001,-0.00802,-0.00571,0.00251999999999999,-0.01643,-0.04705,-0.03796
800.41679,-0.00244,-0.01117,-0.00909,-0.04661,-0.01013,-0.02962,-0.00612,-0.02021,-0.0399,-0.02351,-0.01207,-0.03026,-0.00512,-0.00333,-0.00727,-0.00497,0.00359,-0.01554,-0.04598,-0.03713
798.48807,-0.00109,-0.00944,-0.00776,-0.04522,-0.00853000000000001,-0.0277,-0.00489,-0.01872,-0.03827,-0.02185,-0.01061,-0.02883,-0.00365,-0.00163000000000001,-0.00596,-0.00364,0.00541999999999999,-0.01406,-0.04406,-0.0356
796.55936,0.000879999999999999,-0.00692,-0.00578,-0.04307,-0.00614000000000001,-0.02486,-0.0031,-0.01641,-0.03582,-0.01947,-0.0084,-0.02679,-0.00149,0.000979999999999995,-0.00403,-0.00169,0.00808,-0.01194,-0.04123,-0.0333
794.63064,0.00331,-0.00379,-0.0033,-0.04033,-0.00314,-0.0213,-0.000879999999999999,-0.01347,-0.03274,-0.01653,-0.00563,-0.02426,0.00121,0.00430999999999999,-0.00162,0.000740000000000005,0.0114,-0.00931000000000001,-0.03769,-0.03042
792.70193,0.00594,-0.000399999999999998,-0.000610000000000006,-0.0373,0.000119999999999995,-0.01742,0.00152,-0.01025,-0.02938,-0.01334,-0.00261,-0.02148,0.00412000000000001,0.00795,0.000980000000000002,0.00336,0.01497,-0.00648000000000001,-0.03387,-0.02728
790.77321,0.00845,0.00286,0.00199,-0.03438,0.00327,-0.01366,0.0038,-0.00717000000000001,-0.02613,-0.01024,0.000320000000000001,-0.01877,0.00691,0.01146,0.00348,0.00587,0.01838,-0.00376000000000001,-0.03021,-0.02428
788.8445,0.01059,0.00565,0.00423999999999999,-0.03188,0.00596999999999999,-0.01042,0.00576,-0.00454,-0.02333,-0.00753,0.00286,-0.01636,0.00931000000000001,0.01448,0.00562,0.00804000000000001,0.02129,-0.00144,-0.02707,-0.02168
786.91578,0.01219,0.00776,0.00595,-0.03002,0.00803,-0.00797,0.00723,-0.00254,-0.02118,-0.0054,0.00482,-0.01443,0.01115,0.0168,0.00727000000000001,0.0097,0.02349,0.000289999999999999,-0.02469,-0.01969
784.98706,0.01319,0.0091,0.00702999999999999,-0.02889,0.00932999999999999,-0.00643000000000001,0.00816,-0.00129,-0.0198,-0.00397,0.00609999999999999,-0.01305,0.01234,0.01827,0.00833,0.01078,0.02487,0.00136,-0.02318,-0.01841
783.05835,0.01361,0.00969,0.0075,-0.02846,0.00986999999999999,-0.00578000000000001,0.00856,-0.000780000000000003,-0.01917,-0.00319,0.00672,-0.01222,0.01286,0.01892,0.00881000000000001,0.01129,0.02547,0.00183999999999999,-0.02253,-0.01782
781.12963,0.0136,0.00974,0.00751,-0.02853,0.00985999999999999,-0.00576000000000002,0.00856,-0.000800000000000009,-0.01905,-0.00286,0.00687,-0.01175,0.01293,0.01898,0.00888000000000001,0.0114,0.02551,0.00191,-0.02249,-0.01774
779.20092,0.01344,0.00959,0.00733,-0.02879,0.00963,-0.00597,0.0084,-0.00102000000000001,-0.01912,-0.00268,0.00687,-0.01141,0.01284,0.01884,0.00881000000000001,0.01137,0.02536,0.00187,-0.02268,-0.01784
777.2722,0.01335,0.00952,0.00720999999999999,-0.02899,0.00946,-0.00610000000000001,0.0083,-0.00117,-0.01909,-0.00243,0.00693000000000001,-0.01101,0.01283,0.01878,0.0088,0.01142,0.0253,0.00191999999999999,-0.02278,-0.01786
775.34349,0.01332,0.00952,0.00717,-0.02911,0.00938,-0.00614000000000001,0.00828,-0.00122,-0.01897,-0.0021,0.00707000000000001,-0.01054,0.01291,0.01883,0.00888000000000001,0.01155,0.02532,0.00206999999999999,-0.02278,-0.01778
773.41477,0.01316,0.00931999999999999,0.00698,-0.02941,0.00910999999999999,-0.00641000000000001,0.00814,-0.00144000000000001,-0.01904,-0.00194999999999999,0.00704,-0.01022,0.01281,0.01867,0.00879,0.01152,0.02512,0.00205999999999999,-0.02301,-0.01789
771.48606,0.01252,0.00847000000000001,0.00632,-0.03032,0.00827,-0.00742000000000001,0.00758,-0.00228,-0.01973,-0.00238000000000001,0.00647,-0.01039,0.01218,0.01784,0.00823,0.01101,0.02424,0.00155,-0.02396,-0.01858
769.55734,0.01121,0.0067,0.00496,-0.03208,0.00656,-0.00948,0.0064,-0.004,-0.0213,-0.00362,0.00513,-0.01126,0.01077,0.01601,0.007,0.00982,0.02242,0.000329999999999997,-0.02594,-0.02008
767.62863,0.00927,0.00412,0.00296999999999999,-0.03463,0.00405999999999999,-0.01251,0.00466,-0.00652000000000001,-0.02367,-0.00559999999999999,0.00309,-0.01282,0.00867,0.01328,0.00516,0.00803,0.01974,-0.00152000000000001,-0.02885,-0.02233
765.69991,0.00699,0.00108,0.000629999999999999,-0.03764,0.00108999999999999,-0.01609,0.0026,-0.00950000000000001,-0.02649,-0.00803,0.000660000000000008,-0.0148,0.00618,0.01004,0.00298,0.0059,0.01659,-0.00373,-0.03229,-0.025
763.7712,0.0047,-0.002,-0.00173,-0.0407,-0.00192000000000001,-0.01973,5e-04,-0.0125,-0.02934,-0.01052,-0.0018,-0.01687,0.00369000000000001,0.00677999999999999,0.00077,0.00375,0.01341,-0.00597,-0.03578,-0.02769
761.84248,0.00265,-0.0048,-0.00384,-0.0435,-0.00464000000000001,-0.02304,-0.00136,-0.01516,-0.03188,-0.01276,-0.00399,-0.01875,0.00147000000000001,0.00387,-0.00121,0.00186,0.01054,-0.00798000000000001,-0.03891,-0.03008
759.91377,0.001,-0.00706999999999999,-0.00553,-0.04581,-0.00685000000000001,-0.02575,-0.00285,-0.01725,-0.0339,-0.01455,-0.00574,-0.02026,-0.000289999999999999,0.00155999999999999,-0.00279,0.000400000000000005,0.00822999999999999,-0.00959000000000001,-0.04144,-0.03197
757.98505,-0.000149999999999997,-0.00871,-0.00673,-0.04753,-0.00843000000000001,-0.02772,-0.0039,-0.0187,-0.0353,-0.01579,-0.00695,-0.02132,-0.00152,-6.00000000000045e-05,-0.00389,-0.000569999999999994,0.00659,-0.01073,-0.04324,-0.03328
756.05634,-0.000809999999999998,-0.00971,-0.00741,-0.04861,-0.00936000000000001,-0.02892,-0.0045,-0.01955,-0.03609,-0.01653,-0.00763,-0.02197,-0.00221,-0.00102000000000001,-0.00451,-0.00111,0.00562,-0.01139,-0.04431,-0.03403
754.12762,-0.00093,-0.00999,-0.00753,-0.04901,-0.00962,-0.02928,-0.00461,-0.01978,-0.03622,-0.01674,-0.00773,-0.02223,-0.0023,-0.00132,-0.00463,-0.0012,0.00538,-0.01146,-0.0446,-0.03422
752.19891,-0.000289999999999999,-0.00928999999999999,-0.00687,-0.04845,-0.00892000000000001,-0.02848,-0.00403,-0.01911,-0.03543,-0.01616,-0.00702,-0.02192,-0.00155,-0.000660000000000008,-0.00403999999999999,-0.000649999999999998,0.00616999999999999,-0.01069,-0.04377,-0.03358
750.27019,0.00141,-0.0072,-0.00511,-0.04656,-0.00687,-0.02605,-0.00248,-0.01714,-0.0333,-0.01443,-0.00515,-0.02069,0.000380000000000005,0.00144,-0.00242,0.000890000000000002,0.00843,-0.00878,-0.04136,-0.03171
748.34148,0.00424,-0.00362,-0.00217000000000001,-0.04326,-0.00335000000000001,-0.02188,0.000109999999999999,-0.01374,-0.02976,-0.01148,-0.00204,-0.01844,0.00356,0.00513999999999999,0.000290000000000006,0.00351000000000001,0.01225,-0.00579,-0.03726,-0.02849
746.41276,0.00778,0.000899999999999998,0.00149,-0.03913,0.00112,-0.01665,0.00335,-0.00946000000000001,-0.02537,-0.00781999999999999,0.0018,-0.01556,0.0075,0.00989,0.0037,0.00681,0.01704,-0.00233000000000001,-0.0321,-0.02442
744.48405,0.01122,0.00528000000000001,0.00504,-0.03522,0.00548,-0.01162,0.00648,-0.00533,-0.02122,-0.00441999999999999,0.00541,-0.01286,0.01125,0.01451,0.00696,0.00997000000000001,0.02166,0.000779999999999989,-0.0271,-0.02049
742.55533,0.01362,0.00831999999999999,0.00751,-0.03262,0.00853,-0.00818000000000001,0.00866,-0.00252000000000001,-0.01853,-0.00228,0.00775000000000001,-0.01119,0.01377,0.01766,0.00918,0.01208,0.02484,0.00273999999999999,-0.02366,-0.0178
740.62662,0.01424,0.00906999999999999,0.00815,-0.03223,0.00931999999999999,-0.00742000000000001,0.00922,-0.00194000000000001,-0.0182,-0.00214,0.00798,-0.01123,0.01424,0.01828,0.00962,0.01244,0.0256,0.00295999999999999,-0.02285,-0.01723
738.6979,0.01289,0.00726,0.00677999999999999,-0.03425,0.00756999999999999,-0.00965000000000001,0.008,-0.00382,-0.02041,-0.00417000000000001,0.00594,-0.01311,0.01249,0.01608,0.00812,0.01088,0.02366,0.00129,-0.02498,-0.01902
736.76919,0.01026,0.00376,0.0041,-0.03784,0.00413999999999999,-0.01385,0.00561,-0.00735000000000001,-0.02425,-0.00759,0.00247,-0.01616,0.00932,0.01204,0.00536,0.0081,0.01996,-0.0016,-0.02903,-0.02235
734.84047,0.00778,0.000399999999999998,0.00156,-0.04128,0.000820000000000001,-0.0179,0.00333,-0.01073,-0.02784,-0.01076,-0.000759999999999997,-0.01898,0.00638,0.00818999999999999,0.00277,0.0055,0.01643,-0.00430000000000001,-0.03289,-0.0255
732.91176,0.00686,-0.000939999999999996,0.000629999999999999,-0.04276,-0.000530000000000003,-0.0196,0.00249,-0.01212,-0.02928,-0.01203,-0.00207,-0.02018,0.00528,0.00663999999999999,0.00179,0.00454,0.01507,-0.00535000000000001,-0.03439,-0.0267
730.98304,0.00809,0.000539999999999999,0.00188,-0.04157,0.00086,-0.01802,0.00362,-0.01071,-0.02779,-0.01074,-0.000789999999999999,-0.01917,0.00667,0.00822999999999999,0.00298,0.00578,0.01668,-0.00415000000000001,-0.03264,-0.02524
729.05433,0.0109,0.00414,0.00475999999999999,-0.03837,0.00433,-0.01395,0.0062,-0.00719,-0.02413,-0.00753,0.00241,-0.01651,0.00987,0.01219,0.00579,0.00865,0.02052,-0.00127000000000001,-0.02845,-0.02181
727.12561,0.0142,0.00841,0.00813999999999999,-0.03451,0.00846,-0.00908,0.00921,-0.00301,-0.01981,-0.00372,0.00618,-0.01332,0.0136,0.01689,0.00908,0.01201,0.02504,0.00213999999999999,-0.02351,-0.01776
725.1969,0.01708,0.01214,0.01109,-0.03115,0.01208,-0.00483000000000001,0.01181,0.000619999999999996,-0.01605,-0.000409999999999994,0.00946,-0.01052,0.01683,0.02098,0.01193,0.0149,0.02897,0.00509999999999999,-0.01922,-0.01423
723.26818,0.019,0.01463,0.01306,-0.02899,0.0145,-0.00201000000000001,0.01355,0.00305,-0.01354,0.00178,0.01164,-0.00865999999999999,0.01898,0.0237,0.01382,0.01682,0.03159,0.00705,-0.01633,-0.01186
721.33947,0.01986,0.01574,0.01397,-0.02813,0.01559,-0.000770000000000007,0.01434,0.00413999999999999,-0.01243,0.00274000000000001,0.01259,-0.00781999999999999,0.01993,0.0249,0.01466,0.01768,0.03276,0.00791,-0.01502,-0.01077
719.41075,0.01967,0.01548,0.01378,-0.02857,0.01532,-0.00113000000000001,0.01417,0.00388999999999999,-0.01276,0.00247,0.01227,-0.00800999999999999,0.01966,0.02459,0.01444,0.01748,0.03247,0.00767999999999999,-0.01531,-0.01098
